,artist_name,track_name,Genre,mode,duration_ms,time_signature,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
5830,echobelly,bellyache,Pop,1,269507,4,0.49,0.923,9,-6.549,0.0345,0.000105,0.287,0.261,0.521,104.8
5831,the bar-kays,in the hole,Pop,1,174840,4,0.566,0.353,5,-12.036,0.0267,0.0319,0.78,0.213,0.613,84.404
5832,madison beer,melodies,Pop,1,212520,4,0.477,0.919,6,-2.695,0.218,0.0501,0.0,0.539,0.569,178.287
5834,the sundays,leave this city,Pop,1,263627,4,0.617,0.355,5,-12.062,0.0263,0.582,0.00217,0.176,0.343,75.705
5835,amanda perez,get 'em hype,Pop,1,206133,4,0.845,0.853,7,-5.906,0.19,0.0399,0.0,0.0607,0.356,103.904
5836,darren hayes,ego,Pop,0,271027,4,0.446,0.602,0,-7.357,0.0389,0.123,0.0,0.264,0.262,130.212
5837,the strumbellas,the hired band,Pop,1,229613,4,0.618,0.389,7,-10.222,0.0287,0.429,0.0,0.0873,0.359,148.94
5838,justin nozuka,supposed to grow old,Pop,0,256307,4,0.67,0.289,4,-13.058,0.0325,0.816,3.44e-06,0.109,0.303,140.009
5839,britney spears,one kiss from you,Pop,1,203280,4,0.732,0.888,7,-2.415,0.0792,0.0702,2.88e-06,0.379,0.674,93.991
5840,day26,in my bed,Pop,0,222520,4,0.66,0.795,1,-5.887,0.0417,0.127,0.0,0.143,0.847,104.987
5841,athlete,le casio,Pop,1,149453,3,0.678,0.328,0,-12.094,0.0367,0.807,0.0335,0.114,0.226,114.967
5842,my chemical romance,black dragon fighting society,Pop,0,96880,4,0.545,0.991,6,-2.633,0.157,0.000446,0.593,0.336,0.611,113.495
5843,low millions,100 blouses,Pop,1,232933,4,0.576,0.713,0,-7.224,0.0527,0.257,9.06e-06,0.174,0.431,150.003
5844,the muffs,pennywhore,Pop,1,80973,4,0.727,0.557,9,-7.055,0.0506,0.438,0.00316,0.15,0.782,139.194
5845,haerts,no one needs to know,Pop,0,214933,4,0.578,0.83,0,-6.157,0.0376,0.0479,0.0011,0.164,0.641,133.507
5846,kesha,hungover,Pop,0,232067,4,0.284,0.844,1,-4.352,0.25,0.0362,0.000354,0.194,0.551,180.008
5847,xscape,tonight,Pop,0,243810,4,0.341,0.2,6,-11.941,0.0336,0.196,7.12e-06,0.0913,0.146,125.243
5848,sean paul,shot & wine,Pop,1,208353,4,0.802,0.755,10,-4.804,0.106,0.0499,0.0,0.0781,0.636,105.983
5849,the knife,still light,Pop,0,195507,4,0.375,0.0433,8,-23.408,0.0399,0.992,0.00402,0.122,0.0768,121.567
5851,robbers on high street,hudson tubes,Pop,1,149240,4,0.515,0.821,7,-3.798,0.0305,0.00896,0.000217,0.171,0.568,157.844
5852,brie larson,invisible girl,Pop,1,162440,4,0.535,0.724,8,-5.507,0.0602,0.222,0.0,0.134,0.473,166.015
5853,ana moura,dream of fire,Pop,0,263747,4,0.659,0.532,11,-9.296,0.0468,0.867,6.71e-05,0.16,0.362,88.035
5854,alexz johnson,that girl,Pop,1,196213,4,0.578,0.672,4,-7.881,0.0913,0.513,0.0,0.288,0.415,78.968
5855,reggie and the full effect,v,Pop,1,255626,4,0.58,0.968,5,-5.105,0.105,0.00348,1.96e-06,0.159,0.296,105.979
5856,george nozuka,i wanna love you,Pop,0,213133,4,0.782,0.559,9,-11.092,0.0531,0.337,6.88e-06,0.486,0.805,118.977
5858,thursday,sugar in the sacrament,Pop,0,310360,4,0.202,0.547,2,-7.504,0.0422,0.039,0.386,0.0932,0.0362,137.332
5859,bad meets evil,scary movies,Pop,1,225253,4,0.629,0.903,6,-6.676,0.286,0.0874,5.48e-05,0.322,0.829,92.914
5860,geri halliwell,new religion,Pop,0,187427,4,0.649,0.927,5,-5.41,0.0777,0.0234,0.000117,0.105,0.961,154.967
5861,beanie sigel,oh daddy,Pop,0,273800,4,0.767,0.763,6,-6.96,0.27,0.0122,0.0,0.165,0.666,78.929
5862,the bouncing souls,highway kings,Pop,1,108547,4,0.363,0.981,7,-4.611,0.0698,0.00014,1.49e-06,0.324,0.588,118.269
5863,donny osmond,a teenager in love,Pop,0,143560,4,0.532,0.807,5,-4.583,0.0518,0.734,0.0,0.126,0.77,88.771
5864,hurts,better than love,Pop,1,213120,3,0.47,0.765,2,-5.65,0.0484,0.00818,5.16e-05,0.11,0.16,131.971
5865,the beautiful south,have fun,Pop,1,283160,4,0.57,0.528,5,-10.412,0.0241,0.364,0.000132,0.106,0.644,103.08
5866,monifah,it's alright,Pop,1,368560,3,0.681,0.199,0,-11.044,0.0364,0.412,6.36e-06,0.0998,0.506,128.993
5868,beach house,d.a.r.l.i.n.g.,Pop,0,198133,4,0.412,0.304,11,-11.737,0.0293,0.905,0.939,0.0819,0.195,100.438
5869,juvenile,catch your cut,Pop,1,222261,4,0.803,0.814,2,-7.715,0.294,0.0677,0.0,0.165,0.686,176.001
5870,mariah carey,loverboy,Pop,1,229173,4,0.721,0.79,1,-4.125,0.124,0.183,0.0,0.1,0.821,103.141
5871,the tough alliance,the last dance,Pop,0,255187,4,0.607,0.699,1,-7.397,0.0304,0.000133,0.00488,0.0912,0.696,119.031
5872,billy vaughn,blue tango,Pop,1,178693,4,0.601,0.361,3,-11.283,0.0287,0.696,0.856,0.0662,0.803,109.075
5873,living things,i owe,Pop,1,178440,4,0.315,0.986,7,-3.156,0.153,0.000272,0.0277,0.177,0.525,202.368
5874,grizzly bear,a simple answer,Pop,1,360683,3,0.286,0.794,1,-6.673,0.0715,0.164,0.32,0.102,0.42,170.573
5875,bananarama,"love, truth & honesty",Pop,0,205733,4,0.752,0.994,0,-6.885,0.0477,0.0824,0.00948,0.0409,0.856,116.934
5876,the partridge family,something new got old,Pop,1,174600,4,0.48,0.558,11,-5.924,0.0302,0.744,0.00631,0.48,0.723,128.149
5877,one direction,rock me,Pop,1,200267,4,0.506,0.909,8,-3.629,0.0528,0.0261,0.0,0.155,0.814,168.021
5878,webbie,baddest in here,Pop,1,226053,4,0.786,0.652,9,-5.768,0.265,0.0166,0.0,0.129,0.305,176.029
5879,juelz santana,murda murda,Pop,1,244533,4,0.298,0.951,7,-2.52,0.393,0.149,0.0,0.35,0.54,153.234
5880,sugarplum fairies,all i want is you,Pop,1,228347,4,0.511,0.333,2,-10.509,0.0257,0.161,0.0297,0.112,0.215,92.033
5881,cyndi lauper,i don't want to be your friend,Pop,1,261533,4,0.608,0.445,5,-12.739,0.0346,0.686,3.03e-05,0.166,0.526,74.944
5882,atomic kitten,i won't be there,Pop,1,232853,4,0.576,0.895,11,-3.878,0.112,0.427,2.22e-06,0.336,0.814,90.023
5884,tegan and sara,"like o, like h",Pop,1,159667,4,0.714,0.662,7,-7.443,0.0646,0.807,0.0016,0.179,0.705,119.285
5885,hey violet,where have you been (all my night),Pop,1,228836,4,0.651,0.577,1,-6.512,0.0321,0.00471,0.000126,0.0894,0.269,109.862
5886,billie jo spears,for the good times,Pop,1,230200,4,0.465,0.164,9,-18.235,0.0275,0.822,1.16e-05,0.138,0.217,82.556
5887,there for tomorrow,stopwatch affair,Pop,0,304354,3,0.365,0.873,10,-3.866,0.0894,0.000446,0.00021,0.233,0.324,145.016
5888,the boogie kings,hey baby,Pop,1,222573,4,0.724,0.48,4,-12.571,0.0557,0.119,0.0,0.0532,0.885,125.038
5889,susanna hoffs,all the young dudes,Pop,0,232320,4,0.284,0.865,4,-4.859,0.0434,0.000288,2.34e-06,0.106,0.297,140.639
5892,jadakiss,by your side,Pop,0,231760,4,0.824,0.51,9,-6.236,0.325,0.145,0.0,0.35,0.759,91.438
5893,the knife,full of fire,Pop,1,556507,4,0.62,0.877,9,-5.814,0.0454,0.00517,0.464,0.0431,0.559,143.001
5894,sr-71,what a mess,Pop,0,222227,4,0.557,0.877,10,-4.723,0.0366,1.42e-05,0.00053,0.112,0.317,103.878
5895,tindersticks,if you're looking for a way out,Pop,1,281507,4,0.5,0.431,4,-9.843,0.0355,0.479,0.000243,0.109,0.321,156.109
5897,raheem devaughn,microphone,Pop,1,281333,4,0.315,0.673,11,-6.084,0.242,0.531,0.0,0.505,0.357,63.033
5898,jesus jones,bring it on down,Pop,1,157573,4,0.571,0.87,7,-10.925,0.0636,2.95e-05,0.328,0.334,0.378,125.201
5899,ray lamontagne,can i stay,Pop,1,219613,4,0.326,0.0734,7,-17.964,0.0359,0.236,0.0497,0.372,0.377,113.066
5900,cimorelli,all my friends say,Pop,1,183536,4,0.563,0.851,0,-4.497,0.044,0.0109,0.0,0.686,0.535,110.013
5901,janet jackson,throb,Pop,0,275493,4,0.68,0.835,11,-6.19,0.0445,5.18e-05,0.671,0.13,0.35,123.097
5902,harry belafonte,these are the times,Pop,1,195652,3,0.527,0.184,3,-17.014,0.0396,0.933,0.0,0.111,0.586,105.668
5903,demi lovato,daddy issues,Pop,1,189933,4,0.614,0.772,9,-6.811,0.0816,0.0194,1.51e-06,0.243,0.246,99.989
5904,amanda blank,might like you better,Pop,1,175133,4,0.887,0.779,2,-3.517,0.157,0.0073,0.0,0.0315,0.824,119.995
5905,mojave 3,candle song 3,Pop,1,326933,3,0.468,0.198,2,-15.278,0.0329,0.754,0.00449,0.0882,0.0678,123.157
5906,carl thomas,trouble won't last (interlude),Pop,1,124107,3,0.593,0.358,11,-13.271,0.222,0.754,0.0,0.199,0.792,82.326
5907,architecture in helsinki,april,Pop,1,209933,4,0.595,0.463,7,-7.419,0.0336,0.129,2.53e-06,0.0784,0.158,74.964
5908,dick hyman,if i had you,Pop,1,447293,4,0.568,0.13,7,-23.962,0.0589,0.894,0.909,0.0816,0.356,89.647
5909,girls aloud,long hot summer,Pop,1,232240,4,0.578,0.915,6,-3.634,0.0307,0.000818,6.71e-06,0.0388,0.926,129.999
5910,charice,"everything i do, i do it for you",Pop,1,251427,4,0.411,0.332,1,-10.537,0.0349,0.711,1.5e-05,0.104,0.215,131.981
5911,gloria estefan,heaven's what i feel,Pop,1,301600,4,0.62,0.903,5,-5.045,0.0383,0.18,0.0,0.12,0.427,130.992
5912,grimes,circumambient,Pop,1,223027,4,0.751,0.679,9,-7.474,0.122,0.0475,0.374,0.173,0.185,125.983
5913,christina aguilera,pipe (feat. xnda),Pop,0,245293,4,0.735,0.576,4,-6.136,0.4,0.63,2.39e-05,0.077,0.532,180.036
5914,holy ghost!,jam for jerry,Pop,1,284899,4,0.652,0.922,6,-4.485,0.0274,0.0178,0.0268,0.164,0.938,124.983
5915,the beautiful south,the root of all evil,Pop,1,157880,4,0.672,0.915,8,-5.82,0.035,0.0121,8.68e-05,0.0884,0.615,132.284
5916,swervedriver,duel,Pop,1,379182,4,0.301,0.919,5,-10.275,0.0664,0.000114,0.866,0.347,0.351,133.323
5918,tony christie,knocking on your door,Pop,1,256333,4,0.641,0.868,8,-6.841,0.0279,0.269,0.0,0.15,0.846,122.134
5919,mr. president,i love to love,Pop,1,190573,4,0.868,0.721,1,-5.409,0.116,0.00921,0.000301,0.0844,0.92,118.008
5920,k-ci & jojo,here he comes again,Pop,0,252533,4,0.63,0.558,11,-7.051,0.0522,0.115,0.0,0.0822,0.41,74.139
5921,susanna hoffs,king of tragedy,Pop,0,253373,4,0.315,0.889,2,-6.951,0.0742,0.00721,0.0,0.34,0.511,204.989
5922,vic mensa,gorgeous,Pop,0,270267,4,0.634,0.833,6,-5.031,0.355,0.245,0.0,0.145,0.681,108.931
5923,swervedriver,you find it everywhere,Pop,1,249827,4,0.36,0.926,10,-8.062,0.0445,4.6e-06,0.891,0.261,0.357,121.845
5924,david archuleta,"mary, did you know?",Pop,0,176680,3,0.536,0.142,2,-11.6,0.0442,0.827,0.0,0.104,0.188,118.27
5925,sam & dave,broke down piece of man,Pop,1,177347,4,0.729,0.409,4,-11.891,0.0266,0.486,1.65e-05,0.298,0.697,99.845
5926,fantasia,collard greens & cornbread,Pop,1,231733,4,0.367,0.614,11,-5.735,0.0454,0.126,0.0,0.0589,0.536,144.491
5927,muna,around u,Pop,1,313253,4,0.6,0.824,8,-6.11,0.0376,0.123,0.000311,0.105,0.244,129.887
5929,lloyd,get it shawty,Pop,0,209533,4,0.822,0.905,5,-4.032,0.241,0.123,0.0,0.0496,0.674,128.014
5930,the ataris,takeoffs and landings,Pop,0,233560,4,0.407,0.962,1,-3.842,0.047,0.000839,3.65e-06,0.108,0.56,179.926
5931,reel big fish,thank you for not moshing,Pop,1,161533,4,0.369,0.887,1,-4.735,0.317,0.0133,0.0,0.379,0.894,190.772
5932,o.a.r.,this town,Pop,1,215693,4,0.375,0.952,11,-4.189,0.255,0.000111,0.0,0.188,0.612,174.036
5933,the connells,scotty's lament,Pop,0,204267,4,0.129,0.685,9,-13.2,0.0715,0.000195,1.2e-06,0.205,0.566,190.144
5934,marit larsen,in came the light,Pop,0,72080,3,0.557,0.0564,11,-20.372,0.0426,0.935,0.0102,0.343,0.0603,89.096
5935,leona lewis,don't let me down,Pop,0,276107,4,0.677,0.66,1,-4.466,0.0352,0.165,3.72e-06,0.157,0.408,117.975
5936,faber drive,our last goodbye,Pop,0,190093,4,0.541,0.95,9,-2.944,0.0779,0.00534,0.0,0.072,0.645,148.021
5937,echobelly,call me names,Pop,1,228800,4,0.318,0.836,7,-6.976,0.0508,5.61e-05,0.00496,0.127,0.568,112.727
5938,hunter hayes,love too much,Pop,1,259960,3,0.45,0.554,5,-6.179,0.0324,0.2,0.0,0.121,0.232,144.634
5939,the bouncing souls,midnight mile,Pop,1,172707,4,0.352,0.922,9,-3.163,0.0841,0.000535,0.00368,0.112,0.71,176.115
5940,new edition,delicious,Pop,0,274267,4,0.74,0.51,5,-13.082,0.0691,0.256,2.7e-05,0.0487,0.748,89.457
5941,there for tomorrow,circle of lies,Pop,1,242897,3,0.384,0.916,10,-4.07,0.0845,0.000171,4.87e-06,0.363,0.282,153.896
5943,cherish,damages,Pop,1,188000,4,0.716,0.666,1,-6.104,0.359,0.0693,1.29e-06,0.352,0.68,70.79
5944,general public,come again,Pop,0,223267,4,0.541,0.683,4,-12.297,0.0539,0.0783,0.0,0.249,0.831,164.711
5945,isyss,oh no she didn't,Pop,1,250683,4,0.694,0.697,1,-6.169,0.0611,0.0432,4.99e-05,0.0665,0.842,162.315
5946,hey monday,"oh, holy night",Pop,1,214530,3,0.35,0.661,8,-5.577,0.0405,0.00894,0.0,0.0847,0.212,179.979
5947,prince,let's go crazy,Pop,1,280000,4,0.309,0.93,11,-6.399,0.125,0.0192,0.0022,0.106,0.376,195.815
5948,bruno mars,money make her smile,Pop,1,203973,4,0.754,0.677,0,-6.555,0.0709,0.0943,7.39e-05,0.153,0.78,93.022
5949,eric saade,break of dawn,Pop,1,211520,4,0.579,0.667,5,-5.495,0.0361,0.0185,0.0,0.0833,0.283,143.114
5950,fka twigs,papi pacify,Pop,0,293910,4,0.478,0.602,5,-7.655,0.0947,0.0685,0.0273,0.198,0.201,109.379
5952,david gray,twilight,Pop,1,143427,5,0.436,0.0233,2,-17.914,0.0356,0.893,0.0,0.204,0.276,80.786
5953,ariana grande,borderline (feat. missy elliott),Pop,0,177533,4,0.761,0.818,6,-5.238,0.0978,0.058,0.0,0.11,0.348,110.99
5954,the tremeloes,shake hands (and come out crying),Pop,1,141747,4,0.304,0.938,9,-3.264,0.0516,0.00054,0.00318,0.167,0.761,151.033
5956,new edition,re-write the memories,Pop,1,271347,4,0.694,0.498,8,-8.046,0.0356,0.238,7.35e-06,0.247,0.343,129.904
5957,girls aloud,black jacks,Pop,1,260093,4,0.688,0.88,10,-4.224,0.029,0.144,1.78e-05,0.125,0.709,132.957
5958,trick daddy,rain it pours,Pop,1,254400,4,0.741,0.567,5,-5.409,0.0265,0.0673,1.22e-05,0.0958,0.0754,91.146
5959,t.i.,look what i got,Pop,0,185613,4,0.511,0.735,10,-5.219,0.146,0.00356,0.0,0.138,0.211,77.188
5960,tegan and sara,red belt,Pop,0,131373,4,0.761,0.881,8,-6.64,0.0311,0.069,0.0118,0.0899,0.78,129.919
5961,bad religion,give you nothing,Pop,1,122367,4,0.391,0.991,2,-2.69,0.0911,0.00334,0.0,0.185,0.411,122.075
5962,miley cyrus,maybe you're right,Pop,1,213387,4,0.719,0.814,8,-5.099,0.0523,0.0235,0.0,0.0862,0.571,107.973
5963,birdman,ride,Pop,1,252213,4,0.846,0.707,8,-4.462,0.103,0.0784,0.0,0.297,0.249,108.984
5964,reel big fish,talk dirty to me,Pop,1,223093,4,0.672,0.804,6,-4.427,0.065,0.565,0.0,0.0667,0.938,79.059
5965,soulja boy,pow,Pop,1,195000,4,0.887,0.482,7,-10.766,0.483,0.268,0.0,0.155,0.848,143.963
5966,greyson chance,meridians,Pop,1,190760,4,0.406,0.233,2,-10.13,0.0298,0.806,0.0,0.196,0.0989,115.1
5967,liz phair,friend of mine,Pop,1,223973,4,0.493,0.768,0,-4.447,0.0406,0.00938,2.54e-05,0.113,0.466,134.202
5968,throwing muses,hazing,Pop,0,194840,4,0.491,0.699,4,-7.534,0.0285,0.00122,0.00283,0.14,0.344,133.704
5969,shania twain,rock this country!,Pop,1,262400,4,0.637,0.802,7,-5.794,0.0302,0.252,0.0,0.228,0.696,129.106
5970,jon mclaughlin,what i want,Pop,1,229707,4,0.355,0.813,9,-5.079,0.0331,0.000155,4.84e-05,0.11,0.532,164.024
5972,me first and the gimme gimmes,fire and rain,Pop,1,82200,3,0.464,0.939,0,-5.699,0.0548,8.75e-06,5.94e-05,0.136,0.59,116.307
5973,ja rule,suicide freestyle,Pop,1,136240,4,0.792,0.485,6,-7.591,0.103,0.278,4.52e-06,0.354,0.424,112.242
5974,rachael yamagata,brown eyes,Pop,1,225680,4,0.0968,0.355,0,-14.276,0.0465,0.746,0.393,0.405,0.105,59.098
5975,juice newton,country comfort,Pop,1,256947,4,0.455,0.462,3,-8.824,0.0316,0.666,0.0,0.3,0.399,147.365
5976,soulja boy,swag,Pop,1,150909,4,0.894,0.605,8,-6.687,0.384,0.425,2.28e-06,0.205,0.409,139.966
5977,the-dream,playin' in her hair,Pop,1,194653,4,0.677,0.548,0,-9.506,0.0394,0.00554,0.0,0.12,0.451,163.949
5978,we shot the moon,julie,Pop,1,189973,3,0.484,0.339,4,-16.325,0.0324,0.0351,7.71e-06,0.0806,0.318,146.872
5979,gloria estefan,live for loving you,Pop,1,276893,4,0.728,0.613,7,-12.704,0.0369,0.093,0.00419,0.0448,0.521,114.926
5981,michael jackson,who is it,Pop,1,393307,4,0.861,0.594,5,-4.658,0.121,0.0153,0.000326,0.104,0.506,103.159
5982,stacie orrico,white christmas,Pop,0,219160,4,0.213,0.353,8,-10.387,0.0334,0.827,0.000202,0.3,0.0892,115.926
5983,the donnas,drivin' thru my heart,Pop,1,158933,4,0.58,0.973,4,-4.904,0.0547,0.000289,1.58e-05,0.362,0.677,145.225
5984,atomic kitten,always be my baby,Pop,1,200253,4,0.66,0.719,7,-3.988,0.0456,0.31,0.0,0.168,0.808,150.671
5985,kat graham,baby,Pop,0,240000,4,0.848,0.579,10,-4.71,0.0634,0.112,0.429,0.105,0.656,104.051
5986,fabolous,body ya,Pop,1,188200,4,0.406,0.819,2,-4.362,0.378,0.0787,0.0,0.0808,0.347,85.197
5987,westlife,home,Pop,1,206680,4,0.551,0.554,10,-5.425,0.0278,0.409,0.0,0.087,0.172,122.021
5988,st. lucia,always,Pop,1,292120,4,0.522,0.887,6,-5.446,0.033,0.0314,8.63e-05,0.0582,0.534,133.997
5989,britney spears,toy soldier,Pop,1,201933,4,0.777,0.897,0,-5.183,0.0837,0.00266,3.37e-05,0.0755,0.655,117.017
5990,jennifer lopez,i'm glad,Pop,0,222040,4,0.741,0.575,10,-5.416,0.0555,0.0398,0.127,0.0853,0.345,93.992
5992,american hi-fi,this is the sound,Pop,1,251133,4,0.368,0.942,1,-4.1,0.077,0.132,0.0,0.298,0.403,155.636
5993,neneh cherry,somedays,Pop,0,215093,4,0.777,0.497,9,-11.792,0.0868,0.469,0.000344,0.108,0.57,76.096
5994,grizzly bear,half gate,Pop,1,329941,4,0.43,0.798,5,-6.837,0.0464,0.137,0.654,0.214,0.424,84.942
5995,soulja boy,grammy,Pop,1,173093,4,0.65,0.701,0,-3.1,0.027,0.574,0.0,0.337,0.196,99.996
5996,anna ternheim,no subtle men,Pop,1,188640,4,0.602,0.0534,1,-18.061,0.0424,0.949,5.29e-05,0.109,0.15,111.919
5997,jamie lynn spears,shotgun wedding,Pop,1,212000,4,0.509,0.896,9,-3.065,0.0368,0.0601,0.0,0.111,0.472,166.05
5998,daya,talk,Pop,1,181252,4,0.784,0.744,2,-4.94,0.177,0.29,2.24e-06,0.0621,0.547,93.058
5999,austin mahone,except for us,Pop,0,171213,4,0.771,0.558,5,-7.695,0.0506,0.0266,1.73e-06,0.15,0.777,105.963
6000,salt-n-pepa,i like it like that,Pop,1,248467,4,0.836,0.357,0,-16.119,0.212,0.00558,0.0,0.342,0.633,135.73
6001,jadakiss,jason,Pop,1,245360,4,0.604,0.954,0,-2.412,0.117,0.0453,0.0,0.312,0.639,84.108
6002,jojo,mad love.,Pop,0,244413,3,0.277,0.604,0,-3.778,0.062,0.0368,0.0,0.365,0.285,199.519
6003,beanie sigel,lord have mercy,Pop,0,261733,4,0.614,0.563,5,-8.418,0.0752,0.019,0.0,0.168,0.255,84.925
6004,susanna hoffs,falling,Pop,1,251867,4,0.507,0.724,2,-6.671,0.0252,0.00136,0.000104,0.067,0.378,108.709
6005,dario moreno,istanbul,Pop,1,161489,4,0.586,0.303,8,-13.124,0.0647,0.636,0.0,0.223,0.743,84.109
6006,suzie mcneil,poison,Pop,1,246544,4,0.45,0.762,7,-5.72,0.0337,0.00455,0.000349,0.112,0.433,159.845
6007,three 6 mafia,swervin',Pop,0,215640,4,0.858,0.611,11,-4.677,0.135,0.604,0.000282,0.203,0.709,142.999
6008,liz phair,nashville,Pop,1,282667,4,0.571,0.258,6,-14.497,0.0313,0.197,0.238,0.087,0.053,68.256
6009,anja garbarek,just one of those days,Pop,0,264267,4,0.553,0.459,5,-12.302,0.0497,0.671,0.295,0.111,0.143,131.126
6010,rob thomas,absence of affection,Pop,0,217000,4,0.684,0.82,9,-5.564,0.0393,0.00387,0.0,0.0592,0.855,125.008
6011,throwing muses,teller,Pop,1,171960,4,0.423,0.571,9,-7.131,0.0254,0.00578,6.45e-05,0.0965,0.38,75.271
6013,alkaline trio,one hundred stories,Pop,1,220693,4,0.529,0.864,4,-3.763,0.0334,0.0938,0.000101,0.119,0.741,145.018
6014,st. vincent,"now, now",Pop,0,265427,4,0.48,0.78,1,-8.198,0.123,0.636,0.0201,0.0915,0.445,159.075
6015,the donnas,too fast for love,Pop,0,209840,4,0.279,0.911,11,-5.525,0.0534,0.00555,5.4e-05,0.298,0.637,159.696
6016,k.flay,only the dark,Pop,1,234440,4,0.666,0.425,0,-8.69,0.0423,0.0575,8.32e-06,0.107,0.403,95.044
6017,raheem devaughn,marathon,Pop,1,345427,4,0.596,0.595,0,-5.315,0.0655,0.585,2.51e-05,0.426,0.411,86.676
6018,afi,kill caustic,Pop,0,159613,4,0.557,0.945,5,-3.535,0.0877,0.000723,0.0,0.281,0.512,101.92
6019,wonder girls,back,Pop,0,208747,4,0.859,0.924,11,-2.436,0.251,0.0808,0.0,0.127,0.801,112.079
6020,boney m.,he was a steppenwolf,Pop,0,411067,4,0.822,0.763,4,-8.141,0.0399,0.0869,0.185,0.0691,0.961,119.016
6021,the strumbellas,wars,Pop,1,206133,4,0.655,0.597,9,-7.807,0.0562,0.491,0.0,0.0904,0.342,118.962
6023,vanessa hudgens,set it off,Pop,0,183053,4,0.768,0.878,8,-3.487,0.165,0.0581,1.09e-05,0.141,0.63,138.02
6024,chvrches,leave a trace,Pop,1,237480,4,0.6,0.746,9,-6.046,0.0738,0.0141,0.000115,0.139,0.216,99.876
6025,mozella,love is something,Pop,0,212133,4,0.759,0.744,1,-2.967,0.0497,0.0281,0.00019,0.0596,0.881,110.046
6026,miley cyrus,east northumberland high,Pop,1,204293,4,0.498,0.83,10,-3.779,0.0537,0.00228,5.76e-06,0.137,0.683,81.726
6027,neon hitch,razorblade,Pop,0,214773,4,0.603,0.755,4,-5.307,0.135,0.101,0.00074,0.13,0.42,159.996
6028,lloyd banks,addicted,Pop,0,180133,5,0.634,0.608,10,-4.549,0.448,0.19,1.5e-05,0.0856,0.835,113.97
6029,fantasia,baby makin' hips,Pop,1,201000,4,0.775,0.767,7,-3.951,0.174,0.00298,0.000115,0.0629,0.638,105.001
6030,donell jones,all her love,Pop,0,275893,1,0.347,0.453,1,-9.992,0.0657,0.0158,0.0,0.959,0.225,101.0
6031,the donnas,midnite snack,Pop,0,165920,4,0.468,0.979,11,-4.325,0.142,9.48e-05,0.00866,0.0551,0.285,159.866
6032,memphis bleek,regular cat,Pop,0,311200,4,0.666,0.554,11,-7.837,0.341,0.0406,0.0,0.0884,0.49,83.159
6033,cyndi lauper,shine,Pop,1,224827,4,0.582,0.761,6,-6.543,0.0335,0.0599,0.0,0.278,0.635,105.555
6034,mitchel musso,movin' in,Pop,0,165827,4,0.694,0.869,7,-3.532,0.0504,0.00368,0.0,0.179,0.902,129.438
6035,the veronicas,everything,Pop,0,200360,4,0.526,0.901,9,-2.91,0.0798,0.000113,0.000129,0.197,0.557,141.803
6036,owl city,up all night,Pop,0,231440,4,0.545,0.877,2,-4.58,0.0408,0.00931,0.0,0.0948,0.48,91.488
6037,donell jones,imagine that,Pop,0,293360,4,0.653,0.539,3,-5.682,0.0657,0.00952,0.0,0.106,0.546,125.925
6038,sam & dave,come on in,Pop,1,173320,4,0.663,0.521,1,-9.026,0.0327,0.573,0.0,0.112,0.726,105.038
6039,the beloved,your love takes me higher,Pop,1,213627,4,0.547,0.922,7,-7.977,0.0312,0.000388,0.79,0.349,0.722,124.149
6040,westlife,no place that far,Pop,1,192773,4,0.512,0.497,10,-7.784,0.0288,0.0174,0.0,0.236,0.252,133.115
6041,jamiroquai,morning glory,Pop,0,383973,4,0.623,0.328,8,-12.949,0.0382,0.71,0.344,0.105,0.696,74.668
6042,donna summer,i love you,Pop,1,282160,4,0.594,0.605,7,-12.837,0.0383,0.0477,0.000481,0.158,0.539,130.165
6043,michelle branch,leap of faith,Pop,0,249573,4,0.439,0.505,9,-4.697,0.0257,0.752,6.04e-05,0.313,0.354,87.978
6044,t.i.,"what up, what's haapnin'",Pop,1,301293,4,0.416,0.854,1,-4.34,0.0908,0.0127,0.0,0.416,0.102,142.948
6045,memphis bleek,534,Pop,1,162133,4,0.443,0.953,8,-2.005,0.436,0.0176,0.0,0.326,0.783,81.851
6046,me first and the gimme gimmes,save the best for last,Pop,1,125293,4,0.449,0.932,2,-4.403,0.124,0.000655,7.11e-06,0.146,0.403,161.358
6047,echobelly,o,Pop,1,251040,4,0.428,0.877,2,-6.073,0.0404,0.000555,0.0,0.137,0.393,103.444
6048,trina,still da baddest,Pop,1,172160,5,0.525,0.906,1,-5.637,0.429,0.0294,0.0,0.113,0.224,142.457
6049,his name is alive,sick,Pop,0,232800,3,0.538,0.517,3,-15.163,0.0535,0.338,0.00548,0.953,0.284,102.957
6050,venus hum,hummingbirds,Pop,1,240733,4,0.617,0.925,9,-5.626,0.0467,0.0117,0.00616,0.0645,0.531,102.957
6051,kid cudi,sky might fall,Pop,0,220907,4,0.565,0.722,10,-7.565,0.141,0.252,0.107,0.245,0.347,194.276
6053,simple plan,untitled (how could this happen to me?),Pop,1,239813,4,0.208,0.342,6,-8.702,0.0327,0.875,3e-06,0.0908,0.135,186.162
6054,hurricane chris,walk like that,Pop,0,242320,4,0.803,0.736,0,-5.881,0.441,0.0991,0.0,0.0664,0.708,76.981
6055,samantha jade,run to you,Pop,1,196573,3,0.313,0.409,8,-7.306,0.0312,0.178,0.0,0.103,0.0714,124.936
